Year,Country,Sector,Expenditure(million USD),GDP(%)
2020,Japan,Economic affairs n.e.c.,1827.214,0.03625
2020,Kazakhstan,Total function,41570.783,24.29869
2020,Kazakhstan,Environment protection,830.664,0.48553
2020,Kazakhstan,Housing and community amenities,4130.585,2.41438
2020,Kazakhstan,Health,4863.305,2.84267
2020,Kazakhstan,Education,8236.345,4.81426
2020,Kazakhstan,Social protection,11069.133,6.47006
2020,Kazakhstan,General public services,3590.231,2.09854
2020,Kazakhstan,Defence,2782.33,1.62631
2020,Kazakhstan,Public order and safety,1598.731,0.93448
2020,Kazakhstan,"Recreation, culture and religion",1213.391,0.70924
2020,Kenya,Total function,25996.991,25.82485
2020,Kenya,"Agriculture, forestry, fishing and hunting",699.532,0.6949
2020,Kenya,"Mining, manufacturing and construction",9.551,0.00949
2020,Kenya,Transport,3433.869,3.41113
2020,Kenya,Communication,223.126,0.22165
2020,Kenya,Fuel and energy,498.001,0.4947
2020,Kenya,Environment protection,217.562,0.21612
2020,Kenya,Housing and community amenities,1183.458,1.17562
2020,Kenya,Health,1971.352,1.9583
2020,Kenya,Education,4659.008,4.62816
2020,Kenya,Social protection,1420.403,1.411
2020,Kenya,General public services,8073.064,8.01961
2020,Kenya,Defence,1296.543,1.28796
2020,Kenya,Public order and safety,1622.853,1.61211
2020,Kenya,"Recreation, culture and religion",208.674,0.20729
2020,Kenya,"General economic, commercial and labour affairs",398.711,0.39607
2020,Kenya,Other industries,67.693,0.06724
2020,Kenya,RandD Economic affairs,0.163,0.00016
2020,Kenya,Economic affairs n.e.c.,13.419,0.01333
2020,Kiribati,Total function,179.405,100.98828
2020,Kiribati,Environment protection,2.947,1.6587
2020,Kiribati,Housing and community amenities,0,0
2020,Kiribati,Health,19.908,11.20626
2020,Kiribati,Education,22.347,12.57955
2020,Kiribati,Social protection,2.394,1.34735
2020,Kiribati,General public services,48.442,27.2681
2020,Kiribati,Defence,0,0
2020,Kiribati,Public order and safety,9.289,5.22877
2020,Kiribati,"Recreation, culture and religion",0,0
2020,"Korea, Republic of",Total function,627011.288,38.13212
2020,"Korea, Republic of",Environment protection,18295.285,1.11264
2020,"Korea, Republic of",Housing and community amenities,19775.545,1.20266
2020,"Korea, Republic of",Health,92016.558,5.59605
2020,"Korea, Republic of",Education,85456.257,5.19708
2020,"Korea, Republic of",Social protection,152705.937,9.28692
2020,"Korea, Republic of",General public services,77746.807,4.72822
2020,"Korea, Republic of",Defence,45963.628,2.79531
2020,"Korea, Republic of",Public order and safety,22385.381,1.36138
2020,"Korea, Republic of","Recreation, culture and religion",17441.156,1.0607
2020,Kyrgyzstan,Total function,2630.268,33.80428
2020,Kyrgyzstan,"Agriculture, forestry, fishing and hunting",22.274,0.28627
2020,Kyrgyzstan,"Mining, manufacturing and construction",2.286,0.02938
2020,Kyrgyzstan,Transport,20.493,0.26337
2020,Kyrgyzstan,Communication,1.868,0.02401
2020,Kyrgyzstan,Fuel and energy,0.248,0.00319
2020,Kyrgyzstan,Environment protection,8.309,0.10679
2020,Kyrgyzstan,Housing and community amenities,101.814,1.30851
2020,Kyrgyzstan,Health,288.815,3.71185
2020,Kyrgyzstan,Education,547.487,7.03631
2020,Kyrgyzstan,Social protection,865.18,11.11932
2020,Kyrgyzstan,General public services,236.696,3.04203
2020,Kyrgyzstan,Defence,276.944,3.55929
2020,Kyrgyzstan,Public order and safety,0,0
2020,Kyrgyzstan,"Recreation, culture and religion",49.896,0.64127
2020,Kyrgyzstan,"General economic, commercial and labour affairs",34.164,0.43908
2020,Kyrgyzstan,Other industries,0.059,0.00076
2020,Kyrgyzstan,RandD Economic affairs,2.531,0.03253
2020,Kyrgyzstan,Economic affairs n.e.c.,171.198,2.20024
2020,Latvia,Total function,14585.479,42.15244
2020,Latvia,"Agriculture, forestry, fishing and hunting",191.466,0.55334
2020,Latvia,"Mining, manufacturing and construction",18.058,0.05219
2020,Latvia,Transport,1527.619,4.41486
2020,Latvia,Communication,10.577,0.03057
2020,Latvia,Fuel and energy,243.962,0.70506
2020,Latvia,Environment protection,190.667,0.55103
2020,Latvia,Housing and community amenities,396.628,1.14626
2020,Latvia,Health,1630.679,4.71271
2020,Latvia,Education,1997.701,5.77341
2020,Latvia,Social protection,4545.004,13.13519
2020,Latvia,General public services,1314.542,3.79906
2020,Latvia,Defence,849.6,2.45537
2020,Latvia,Public order and safety,769.954,2.22519
2020,Latvia,"Recreation, culture and religion",479.06,1.3845
2020,Latvia,"General economic, commercial and labour affairs",246.326,0.71189
2020,Latvia,Other industries,91.878,0.26553
2020,Latvia,RandD Economic affairs,0.411,0.00119
2020,Latvia,Economic affairs n.e.c.,81.347,0.2351
2020,Lithuania,Total function,24260.542,42.67719
2020,Lithuania,"Agriculture, forestry, fishing and hunting",358.981,0.63149
2020,Lithuania,"Mining, manufacturing and construction",18.823,0.03311
2020,Lithuania,Transport,1199.729,2.11047
2020,Lithuania,Communication,55.191,0.09709
2020,Lithuania,Fuel and energy,110.736,0.1948
2020,Lithuania,Environment protection,303.767,0.53436
2020,Lithuania,Housing and community amenities,359.735,0.63282
2020,Lithuania,Health,3360.752,5.91196
2020,Lithuania,Education,2949.619,5.18873
2020,Lithuania,Social protection,9074.611,15.96332
2020,Lithuania,General public services,2021.778,3.55655
2020,Lithuania,Defence,1293.674,2.27573
2020,Lithuania,Public order and safety,860.553,1.51382
2020,Lithuania,"Recreation, culture and religion",801.776,1.41042
2020,Lithuania,"General economic, commercial and labour affairs",1372.691,2.41473
2020,Lithuania,Other industries,81.77,0.14384
2020,Lithuania,RandD Economic affairs,0.183,0.00032
2020,Lithuania,Economic affairs n.e.c.,36.162,0.06361
2020,Luxembourg,Total function,34577.84,46.73149
2020,Luxembourg,"Agriculture, forestry, fishing and hunting",240.843,0.3255
2020,Luxembourg,"Mining, manufacturing and construction",40.799,0.05514
2020,Luxembourg,Transport,2499.81,3.37846
2020,Luxembourg,Communication,55.214,0.07462
2020,Luxembourg,Fuel and energy,71.833,0.09708
2020,Luxembourg,Environment protection,763.307,1.0316
2020,Luxembourg,Housing and community amenities,390.071,0.52718
2020,Luxembourg,Health,4271.014,5.77222
2020,Luxembourg,Education,3664.359,4.95233
2020,Luxembourg,Social protection,15137.16,20.45767
2020,Luxembourg,General public services,3725.707,5.03524
2020,Luxembourg,Defence,532.709,0.71995
2020,Luxembourg,Public order and safety,948.628,1.28206
2020,Luxembourg,"Recreation, culture and religion",896.704,1.21188
2020,Luxembourg,"General economic, commercial and labour affairs",705.58,0.95358
2020,Luxembourg,Other industries,250.232,0.33819
2020,Luxembourg,RandD Economic affairs,375.92,0.50805
2020,Luxembourg,Economic affairs n.e.c.,7.95,0.01074
2020,Malaysia,Total function,74212.119,22.02091
2020,Malaysia,Environment protection,355.585,0.10551
2020,Malaysia,Housing and community amenities,7837.606,2.32565
2020,Malaysia,Health,7535.526,2.23601
2020,Malaysia,Education,15045.84,4.46454
2020,Malaysia,General public services,22165.312,6.5771
2020,Malaysia,Defence,3384.898,1.0044
2020,Malaysia,Public order and safety,3888.329,1.15378
2020,Maldives,Total function,1869.386,49.89914
2020,Maldives,Environment protection,39.649,1.05835
2020,Maldives,Housing and community amenities,82.262,2.1958
2020,Maldives,Health,279.909,7.47157
2020,Maldives,Education,213.817,5.70736
2020,Maldives,Social protection,220.399,5.88307
2020,Maldives,General public services,180.523,4.81867
2020,Maldives,Defence,88.881,2.37249
2020,Maldives,Public order and safety,165.041,4.40542
2020,Maldives,"Recreation, culture and religion",39.224,1.04701
2020,Malta,Total function,6870.766,45.69584
2020,Malta,"Agriculture, forestry, fishing and hunting",63.849,0.42464
2020,Malta,"Mining, manufacturing and construction",47.401,0.31525
2020,Malta,Transport,418.386,2.78259
2020,Malta,Communication,6.967,0.04634
2020,Malta,Fuel and energy,116.847,0.77712
2020,Malta,Environment protection,212.791,1.41522
2020,Malta,Housing and community amenities,91.376,0.60772
2020,Malta,Health,1076.177,7.1574
2020,Malta,Education,860.987,5.72622
2020,Malta,Social protection,1792.905,11.92419
2020,Malta,General public services,824.666,5.48466
2020,Malta,Defence,78.469,0.52188
2020,Malta,Public order and safety,220.33,1.46536
2020,Malta,"Recreation, culture and religion",185.15,1.23139
2020,Malta,"General economic, commercial and labour affairs",716.956,4.76831
2020,Malta,Other industries,152.597,1.01489
2020,Malta,RandD Economic affairs,0.457,0.00304
2020,Malta,Economic affairs n.e.c.,4.226,0.02811
2020,Marshall Islands,Total function,134.631,55.07226
2020,Marshall Islands,Environment protection,0.093,0.03804
2020,Marshall Islands,Housing and community amenities,1.803,0.73754
2020,Marshall Islands,Health,21.84,8.93389
2020,Marshall Islands,Education,31.159,12.74592
2020,Marshall Islands,Social protection,5.707,2.33451
2020,Marshall Islands,General public services,42.688,17.46199
2020,Marshall Islands,Public order and safety,4.888,1.99949
2020,Marshall Islands,"Recreation, culture and religion",1.252,0.51214
2020,Mauritius,Total function,3822.128,33.53192
2020,Mauritius,"Agriculture, forestry, fishing and hunting",93.875,0.82357
2020,Mauritius,"Mining, manufacturing and construction",43.374,0.38053
2020,Mauritius,Transport,180.742,1.58567
2020,Mauritius,Communication,5.96,0.05229
2020,Mauritius,Fuel and energy,2.833,0.02485
2020,Mauritius,Environment protection,8.225,0.07216
2020,Mauritius,Housing and community amenities,93.065,0.81647
2020,Mauritius,Health,372.931,3.27176
2020,Mauritius,Education,478.834,4.20086
2020,Mauritius,Social protection,1089.31,9.55663
2020,Mauritius,General public services,977.469,8.57544
2020,Mauritius,Defence,19.375,0.16998
2020,Mauritius,Public order and safety,284.641,2.49719
2020,Mauritius,"Recreation, culture and religion",65.634,0.57582
2020,Mauritius,"General economic, commercial and labour affairs",27.072,0.2375
2020,Mauritius,Other industries,52.901,0.46411
2020,Mauritius,Economic affairs n.e.c.,26.941,0.23636
2020,"Moldova, Republic of",Total function,4229.91,35.66615
2020,"Moldova, Republic of","Agriculture, forestry, fishing and hunting",109.654,0.92459
2020,"Moldova, Republic of","Mining, manufacturing and construction",2.396,0.0202
2020,"Moldova, Republic of",Transport,352.532,2.97251
2020,"Moldova, Republic of",Communication,0.491,0.00414
2020,"Moldova, Republic of",Fuel and energy,2.702,0.02278
2020,"Moldova, Republic of",Environment protection,14.646,0.1235
2020,"Moldova, Republic of",Housing and community amenities,102.784,0.86666
2020,"Moldova, Republic of",Health,576.74,4.86301
2020,"Moldova, Republic of",Education,726.43,6.12518
2020,"Moldova, Republic of",Social protection,1502.86,12.67196
2020,"Moldova, Republic of",General public services,380.491,3.20826
2020,"Moldova, Republic of",Defence,37.536,0.3165
2020,"Moldova, Republic of",Public order and safety,275.398,2.32213
2020,"Moldova, Republic of","Recreation, culture and religion",100.059,0.84368
2020,"Moldova, Republic of","General economic, commercial and labour affairs",19.657,0.16575
2020,"Moldova, Republic of",Other industries,13.22,0.11147
2020,"Moldova, Republic of",RandD Economic affairs,11.91,0.10042
2020,"Moldova, Republic of",Economic affairs n.e.c.,0.404,0.00341
2020,Mongolia,Total function,4229.372,31.76878
2020,Mongolia,Housing and community amenities,11.09,0.0833
2020,Mongolia,Health,598.051,4.49224
2020,Mongolia,Education,452.091,3.39587
2020,Mongolia,Social protection,1420.928,10.67325
2020,Mongolia,General public services,1002.169,7.52775
2020,Mongolia,Defence,178.791,1.34298
2020,Mongolia,Public order and safety,225.081,1.69069
2020,Mongolia,"Recreation, culture and religion",82.114,0.6168
2020,Nepal,Total function,9091.286,27.66758
2020,Nepal,"Agriculture, forestry, fishing and hunting",647.889,1.97173
2020,Nepal,"Mining, manufacturing and construction",44.919,0.1367
2020,Nepal,Transport,1406.741,4.28114
2020,Nepal,Communication,48.46,0.14748
2020,Nepal,Fuel and energy,93.891,0.28574
2020,Nepal,Environment protection,126.044,0.38359
2020,Nepal,Housing and community amenities,947.626,2.88392
2020,Nepal,Health,596.248,1.81457
2020,Nepal,Education,1042.079,3.17137
2020,Nepal,Social protection,632.935,1.92621
2020,Nepal,General public services,1855.639,5.64728
2020,Nepal,Defence,420.73,1.28041
2020,Nepal,Public order and safety,481.717,1.46601
2020,Nepal,"Recreation, culture and religion",122.311,0.37223
2020,Nepal,"General economic, commercial and labour affairs",479.751,1.46003
2020,Nepal,Other industries,47.637,0.14498
2020,Nepal,RandD Economic affairs,11.958,0.03639
2020,Nepal,Economic affairs n.e.c.,84.71,0.2578
2020,Netherlands (Kingdom of the),Total function,435166.438,47.83134
2020,Netherlands (Kingdom of the),"Agriculture, forestry, fishing and hunting",1611.639,0.17714
2020,Netherlands (Kingdom of the),"Mining, manufacturing and construction",239.861,0.02636
2020,Netherlands (Kingdom of the),Transport,21504.126,2.36363
2020,Netherlands (Kingdom of the),Communication,125.642,0.01381
2020,Netherlands (Kingdom of the),Fuel and energy,3007.402,0.33056
2020,Netherlands (Kingdom of the),Environment protection,13521.318,1.4862
2020,Netherlands (Kingdom of the),Housing and community amenities,4300.368,0.47268
2020,Netherlands (Kingdom of the),Health,75856.67,8.33779
2020,Netherlands (Kingdom of the),Education,47630.72,5.23533
2020,Netherlands (Kingdom of the),Social protection,156693.315,17.22295
2020,Netherlands (Kingdom of the),General public services,37828.393,4.15791
2020,Netherlands (Kingdom of the),Defence,12242.058,1.34559
2020,Netherlands (Kingdom of the),Public order and safety,18333.39,2.01512
2020,Netherlands (Kingdom of the),"Recreation, culture and religion",11814.877,1.29863
2020,Netherlands (Kingdom of the),"General economic, commercial and labour affairs",22742.267,2.49972
2020,Netherlands (Kingdom of the),Other industries,2977.705,0.32729
2020,Netherlands (Kingdom of the),RandD Economic affairs,4655.591,0.51172
2020,Netherlands (Kingdom of the),Economic affairs n.e.c.,81.096,0.00891
2020,New Zealand,Total function,86446.795,40.73572
2020,New Zealand,Environment protection,1897.846,0.89431
2020,New Zealand,Housing and community amenities,2360.527,1.11233
2020,New Zealand,Health,14550.474,6.85652
2020,New Zealand,Education,12479.852,5.88079
2020,New Zealand,Social protection,23142.03,10.90506
2020,New Zealand,General public services,9232.284,4.35046
2020,New Zealand,Defence,1807.299,0.85164
2020,New Zealand,Public order and safety,4074.392,1.91995
2020,New Zealand,"Recreation, culture and religion",2004.243,0.94445
2020,Norway,Total function,211816.515,58.48081
2020,Norway,"Agriculture, forestry, fishing and hunting",1610.16,0.44455
2020,Norway,"Mining, manufacturing and construction",24.746,0.00683
2020,Norway,Transport,16257.297,4.48851
2020,Norway,Communication,236.941,0.06542
2020,Norway,Fuel and energy,4503.372,1.24334
2020,Norway,Environment protection,3901.832,1.07726
2020,Norway,Housing and community amenities,3333.853,0.92045
